licenseNo,name,address,phone,lat,lng,refractometer,eyeChart,licensedOn
PHMB219923740031082200001,알파안경,"경기도 수원시 장안구 조원로 86, 1층 (조원동)",031-254-7036,37.3009578,127.0160754,1,1,2019-04-23
PHMB220193230034082200007,으뜸50안경 잠실새내점,"서울특별시 송파구 석촌호수로 68, 2층 (잠실동)",,37.51028,127.0855371,1,1,2019-04-23
PHMB220193150037082200003,아이엠벨리안경원,"서울특별시 강서구 마곡서1로 115-1, 마곡헤리움1차 1층 (마곡동)",,37.5668269,126.8184444,1,1,2019-04-23
PHMB220193130033082200003,안경공장공장장홍대상수역점,"서울특별시 마포구 독막로 83, 1층 (상수동)",02-333-8199,37.5480355,126.9224806,1,1,2019-04-19
PHMB220194830021082200001,동신대학교 안경센터 (EYE SAVER 동신대점),"전남광주통합특별시 나주시 동신대길 85, 대정 1관 3층 (대호동)",061-330-2972,35.0481768,126.7182042,1,1,2019-04-18
PHMB220195590021082200002,룩옵티컬 LF양주점,"경기도 양주시 평화로 1593, LF스퀘어 양주점 3층 일부 (회정동)",031-894-2413,37.8315024,127.0522149,1,1,2019-04-18
PHMB220193100034082200003,안경상회,"서울특별시 노원구 한글비석로 404, 1층 (상계동)",,37.6611062,127.071399,1,1,2019-04-17
PHMB220194050149082200002,으뜸플러스 안경,"경기도 용인시 수지구 풍덕천로 109, 1층 101호 (풍덕천동)",031-261-1478,37.3225738,127.0938924,1,1,2019-04-16
PHMB220193670022082200002,윤슬안경원,"대전광역시 유성구 계백로 927, 코젤랜드 3층 1301호 (원내동)",042-546-5445,36.3011464,127.3267029,1,1,2019-04-15
PHMB220195530021082200008,으뜸안경아울렛,"경기도 화성시 효행구 봉담읍 상리2길 55, 봉담어반센터프라자 1동 105호",031-353-0066,37.2253361,126.9467936,2,1,2019-04-12
PHMB220194490261082200004,으뜸플러스안경천안쌍용점,"충청남도 천안시 서북구 충무로 205, 다선빌딩 (쌍용동)",,36.7968308,127.1288067,2,1,2019-04-12
PHMB220193230034082200006,으뜸샵안경원,"서울특별시 송파구 마천로41길 23, 1층 (마천동)",02-430-8917,37.4972118,127.1500766,1,1,2019-04-12
PHMB220193430019082200002,안경하우스안경점,"대구광역시 서구 고성로 91, 1층 (원대동3가)",070-8822-2080,35.8834957,128.5761694,3,1,2019-04-10
PHMB220193200033082200001,으뜸50안경신림3호점,"서울특별시 관악구 남부순환로 1594, 2층 (신림동)",,37.4838311,126.9276348,1,1,2019-04-10
PHMB220193240033082200003,오렌즈길동역점,"서울특별시 강동구 양재대로 1470, 1층 (길동)",,37.5371451,127.1397914,0,0,2019-04-09
PHMB220193460023082200001,무극안경범어점,"대구광역시 수성구 달구벌대로 2530, 1층 (범어동)",053-741-1586,35.8588881,128.6394739,1,1,2019-04-08
PHMB220195530021082200007,으뜸50안경,"경기도 화성시 효행구 봉담읍 삼천병마로 1271, 우정프라자 1층 101,102호",,37.2200574,126.9479773,1,1,2019-04-05
PHMB220193940140082200001,포나인안경 탄현점,"경기도 고양시 일산서구 일현로 75, 101호 (탄현동)",031-918-9990,37.6938103,126.763738,3,1,2019-04-05
PHMB220194990020082200001,눈맞춤안경원,"전남광주통합특별시 완도군 완도읍 장보고대로 188, 농협",061-552-1552,34.3183889,126.7469087,2,1,2019-04-04
PHMB220195050041082200001,으뜸플러스 경주 황성점,"경상북도 경주시 황성로 17, 2층 (황성동)",054-771-7778,35.8651727,129.2136536,2,1,2019-04-04
PHMB220193330024082200003,아이프레임,"부산광역시 해운대구 해운대로 723, 해운대타워마브러스 103동 113호 (중동)",051-742-6151,35.1672082,129.1691147,2,1,2019-04-04
PHMB220193140033082200002,으뜸50안경 목동점,"서울특별시 양천구 신정중앙로 107, 2층 (신정동)",02-2699-5010,37.5265747,126.8635793,2,1,2019-04-04
PHMB220194670076082200001,두쏠아이 군산점 by 아이피아,"전북특별자치도 군산시 구암3.1로 137, 2층 (경암동)",063-442-3336,35.9828608,126.7346616,2,1,2019-04-02
PHMB220193780064082200002,채널아이안경 by 안경매니져,"경기도 성남시 분당구 황새울로258번길 43, 현대수내프라자 1층 123호, 124호, 125호 (수내동)",,37.3784446,127.1153755,2,2,2019-04-02
PHMB220193780063082200001,으뜸팩토리안경 성남모란역점,"경기도 성남시 중원구 성남대로 1133, 성남 메트로칸 2층 2-18A,2-18B호 (성남동)",031-758-8001,37.4311808,127.1284985,1,1,2019-04-02
PHMB220194460014082200001,탑클래스안경,충청북도 괴산군 괴산읍 읍내로15길 20,043-834-2364,36.8117929,127.7934494,1,1,2019-04-01
PHMB220195710109082200001,문스안경(seechannel),"충청북도 청주시 청원구 율량로138번길 33, 102호 (주성동)",043-212-2019,36.670574,127.4973955,1,1,2019-03-29
PHMB220193060034082200002,으뜸50 안경 상봉점,"서울특별시 중랑구 망우로32길 20, 대림빌딩 (상봉동)",02-491-0502,37.5931135,127.0763931,1,1,2019-03-29
PHMB220194060023082200002,미래아이안경,"경기도 파주시 경의로 1092, 유은타워3차 101, 102호 (야당동)",031-943-4100,37.7149989,126.7599746,2,1,2019-03-27
PHMB220193830263082200002,신세계안경원 위드렌즈,"경기도 안양시 동안구 경수대로 548, 1층 (호계동)",031-427-7890,37.3717468,126.9581131,2,1,2019-03-26
PHMB220193510513082200001,우리안경인천문학점,"인천광역시 미추홀구 매소홀로535번길 2, 1층 (문학동)",032-422-0584,37.4390604,126.6812952,1,2,2019-03-26
PHMB220193140033082200001,새틀안경,"서울특별시 양천구 목동중앙본로 107, 105호 (목동, 대명이튼캐슬)",,37.5452873,126.8706404,1,1,2019-03-26
PHMB220194450014082200001,글라스팩토리 앤 렌즈베리 충북진천점,충청북도 진천군 진천읍 남산길 79,043-535-8585,36.8543713,127.4438026,1,1,2019-03-25
PHMB220193450022082200002,명신안경/콘택트,"대구광역시 북구 동북로65길 3, 1층 (복현동)",053-955-7525,35.8915193,128.6258282,2,2,2019-03-25
PHMB220193060034082200001,다비치안경,"서울특별시 중랑구 망우로 421, 1층 (망우동)",02-433-9485,37.5999244,127.0987413,2,2,2019-03-25
PHMB220194050148082200001,봄안경,"경기도 용인시 기흥구 구갈로 64, 소공빌딩 (구갈동)",031-274-1002,37.2801968,127.1114295,0,0,2019-03-22
PHMB220193780062082200001,바흐야마(BACHYAMA),"경기도 성남시 수정구 위례광장로 27, 으뜸프라자 102호 (창곡동)",,37.4671596,127.1399442,1,1,2019-03-22
PHMB220193320045082200003,으뜸50안경 화명점 위드렌즈,"부산광역시 북구 금곡대로 287, 삼한골든뷰 207호 (화명동)",051-363-1530,35.2343686,129.0132694,2,1,2019-03-22
PHMB220193020033082200001,경희안경원,서울특별시 용산구 이태원로 22 (용산동3가),,37.5337656,126.9774538,2,1,2019-03-22
PHMB220195690045082200002,아이룸안경원,"세종특별자치시 보듬3로 92, 해피라움2 110호 (아름동)",044-865-7539,36.5120427,127.2493773,1,1,2019-03-19
PHMB220195350029082200001,안경마인드,"경상남도 김해시 삼계중앙로 35, 서주빌딩 1층 106호 (삼계동)",055-346-0006,35.2609573,128.8688716,2,3,2019-03-19
PHMB220193780064082200001,오렌즈 분당수내역점,"경기도 성남시 분당구 백현로101번길 25, 수내프라자 1층 103호 (수내동)",,37.3782021,127.1131612,1,1,2019-03-19
PHMB220193360024082200001,세컨페이스안경 신호점,"부산광역시 강서구 신호산단2로27번길 3, 103,104호 (신호동)",051-971-8843,35.0868811,128.8777823,1,1,2019-03-19
PHMB220194800026082200001,으뜸50안경 목포하당점,"전남광주통합특별시 목포시 비파로 50, 2층 (상동)",061-281-7550,34.8033036,126.4269802,1,1,2019-03-18
PHMB220193470022082200004,으뜸플러스안경대구상인점,"대구광역시 달서구 월곡로 263, 2층 (상인동)",053-633-1921,35.8178941,128.5385538,2,1,2019-03-15
PHMB220193240033082200002,하우스옵티컬,"서울특별시 강동구 동남로73길 13, 1층 2호 (명일동)",02-442-3373,37.5528637,127.1553393,0,0,2019-03-15
PHMB220194520031082200001,아산안경&렌즈미아산터미널점,"충청남도 아산시 번영로224번길 14, 1층 101호 (모종동)",041-427-5989,36.7833306,127.0148618,1,1,2019-03-12
PHMB220194190023082200003,안경카페,"강원특별자치도 원주시 서원대로 125-3, 1층 (단계동)",033-748-9009,37.3466299,127.9267513,1,1,2019-03-11
PHMB220193970017082200001,으뜸플러스안경과천점,"경기도 과천시 별양상가1로 25, 렉스타운 3층 305호 (별양동)",02-503-1001,37.4283993,126.9924134,2,1,2019-03-11
PHMB220193720017082200001,더봄안경(매곡점),"울산광역시 북구 호계매곡3로 18, 1층 102호 (호계동)",052-292-9507,35.635309,129.3635838,1,1,2019-03-11
PHMB220193470022082200003,으뜸50안경 성서점,"대구광역시 달서구 이곡동로 17, 3층 (이곡동)",053-584-8008,35.8543271,128.5092794,1,2,2019-03-08
PHMB220193230034082200003,AWESOME GLASS,"서울특별시 송파구 송파대로 345, 1A동 1044호 (가락동, 헬리오시티)",,37.497641,127.1071054,1,1,2019-03-08
PHMB220195690045082200001,아이데코,"세종특별자치시 조치원읍 새내로 96, 1층",044-868-8086,36.6005738,127.2983777,1,1,2019-03-07
PHMB220194640131082200003,글라스하우스렌즈미,전북특별자치도 전주시 덕진구 천마산로 44 (송천동2가),,35.8638884,127.1261028,2,1,2019-03-06
PHMB220194060023082200001,아이피아 홈플러스 문산점,"경기도 파주시 문산읍 방촌로 1759, 홈플러스 3층",031-953-6677,37.8693474,126.7847466,2,1,2019-03-06
PHMB220193350024082200001,나진안경콘텍트,"부산광역시 금정구 서동중심로 46, 1층 (서동)",051-523-5454,35.2138248,129.1043364,1,1,2019-03-06
PHMB220193230034082200002,룩옵티컬 가든파이브점,"서울특별시 송파구 충민로 66, 가든파이브라이프 라이프동 현대아울렛몰관 3층 (문정동)",,37.4777709,127.1248759,1,1,2019-03-06
PHMB220193170035082200001,오공플러스 안경,"서울특별시 금천구 벚꽃로 298, 대륭포스트타워6차 제B124호 (가산동)",,37.4815031,126.8837982,2,1,2019-03-06
PHMB220193120033082200001,으뜸50안경신촌점,"서울특별시 서대문구 연세로 6, 3,4층 (창천동)",02-313-5001,37.5561721,126.9369144,2,1,2019-03-06
PHMB220185540016082200006,으뜸50안경 경기광주점,"경기도 광주시 중앙로 89, 1층 101호 (역동)",031-763-1103,37.4077045,127.2583416,1,1,2019-03-05
PHMB220193740106082200003,언커먼아이웨어,"경기도 수원시 장안구 수성로 175, 스타필드수원 2층 2232호 (정자동)",,37.2876738,126.9912211,1,1,2019-03-05
PHMB220195220013082200001,탑클래스 안경체인 남율점,"경상북도 칠곡군 석적읍 남율로2길 1, 1층",,36.0646575,128.4014761,1,1,2019-03-04
PHMB220194640131082200002,칠드런안경 전주점,"전북특별자치도 전주시 완산구 홍산1길 7, 2층 209호 (효자동2가, 전주 효자 SK Leaders VIEW)",,35.8143455,127.1082666,1,1,2019-03-04
PHMB220193660023082200001,편한안경,"대전광역시 서구 만년로 16, 1층 (만년동)",042-472-5006,36.3673313,127.3745217,2,1,2019-03-04
PHMB220193100034082200001,으뜸플러스안경노원점,"서울특별시 노원구 노해로81길 16, 화랑상가 2층 (상계동)",,37.6557835,127.0627498,2,1,2019-02-28
PHMB220193630020082200002,아이데코안경,"전남광주통합특별시 광산구 하남대로 297, 1,2층 (신가동)",062-959-0110,35.1794069,126.8261111,1,1,2019-02-27
PHMB220193410023082200002,더라운드,"대구광역시 중구 동성로 30, 대구백화점건물 1층 (동성로2가)",,35.8694266,128.5956601,0,0,2019-02-27
PHMB220194810029082200002,퍼스트에비뉴 여수전대점,"전남광주통합특별시 여수시 대학로 46, 1층 109호 (미평동, 선경1차아파트)",061-654-3020,34.7739693,127.7028886,1,1,2019-02-26
PHMB220194230018082200001,으뜸플러스안경 속초점,"강원특별자치도 속초시 미리내길 12, 2층 (청호동)",033-631-1088,38.1919042,128.5956711,1,1,2019-02-26
PHMB220194010281082200003,아이피아 시화점,"경기도 시흥시 희망공원로 269, 홈플러스시화점 1층 (정왕동)",031-319-0732,37.3453951,126.724985,1,1,2019-02-26
PHMB220194010281082200002,미래로안경원 매화점,"경기도 시흥시 매화2로 9, 중앙의원 1층 (매화동)",031-316-3274,37.416221,126.8133541,1,1,2019-02-26
PHMB220195070014082200001,오렌즈경북안동점,"경상북도 안동시 대안로 164-1, 1층 (남부동)",,36.5642892,128.7306706,1,1,2019-02-25
PHMB220203670022082200004,일공공일안경콘택트문지점,"대전광역시 유성구 문지로 311-17, 1층 103호 (문지동)",042-863-1007,36.3946265,127.4058939,1,1,2019-02-25
PHMB220193320045082200002,안경하우스,"부산광역시 북구 덕천로276번길 5 (만덕동, 동원맨션)",051-337-7111,35.2093544,129.0350884,1,1,2019-02-25
PHMB220193240033082200001,"오늘, 안경","서울특별시 강동구 올림픽로 664, 지하1층 15호 (천호동, 대우 한강 베네시티)",,37.5407324,127.1247995,1,1,2019-02-25
PHMB220195540016082200001,참빛안경 태전점,"경기도 광주시 태전동로 23, 메디프라자 1층 104호 (태전동)",031-767-2332,37.3867566,127.233961,1,1,2019-02-22
PHMB220194490260082200001,아이뷰안경,"충청남도 천안시 동남구 청수14로 56, 110호,111호 (청당동)",041-556-1237,36.7840594,127.1525173,0,0,2019-02-21
PHMB220194190023082200002,안경나라단관,"강원특별자치도 원주시 단구로 397, 1층 (단구동)",033-764-2930,37.3214703,127.9557199,2,1,2019-02-21
PHMB220193130033082200001,블루페퍼안경망원점,"서울특별시 마포구 월드컵로 147, 한익빌딩 1층 102호 (망원동)",02-333-7419,37.5608887,126.905314,1,1,2019-02-21
PHMB220193000034082200001,안경으로보다,"서울특별시 종로구 통일로 230 (무악동, 경희궁 롯데캐슬)",,37.5739343,126.9592053,1,1,2019-02-21
PHMB220194490261082200002,아이돌안경콘택트,"충청남도 천안시 서북구 부성8길 38, 계룡타워 103호 (두정동)",041-555-1243,36.8377075,127.1377199,1,1,2019-02-20
PHMB220195670554082200001,으뜸50안경창원상남점,"경상남도 창원시 성산구 마디미로37번길 3, 3층 301호 (상남동, 신우드림타운)",055-261-8211,35.2213978,128.6838401,1,1,2019-02-19
PHMB220194190023082200001,일공공일안경,"강원특별자치도 원주시 남원로 662, 1층 (명륜동)",070-4644-1001,37.3417232,127.954184,1,1,2019-02-19
PHMB220193740106082200002,안경장인,"경기도 수원시 영통구 법조로149번길 122, 104호호 (하동)",031-213-3929,37.2930615,127.0689378,2,1,2019-02-19
PHMB220195130030082200001,으뜸플러스안경(경산영남대점),"경상북도 경산시 대학로 285, 2층 (대동)",,35.8371034,128.75342,1,1,2019-02-15
PHMB220193670022082200001,알로뷰(ALO View)유성점,"대전광역시 유성구 한밭대로 502, 홈플러스 4층 (봉명동)",,36.3586023,127.3542608,1,1,2019-02-14
PHMB220194950018082200001,아이디어안경,"전남광주통합특별시 무안군 삼향읍 남악3로 55, 114호 (펠리시티 3차)",061-242-2225,34.810483,126.459762,1,1,2019-02-13
PHMB220194470017082200001,밝은눈안경 감곡점,충청북도 음성군 감곡면 장감로126번길 4,043-881-3628,37.1186539,127.6365227,2,1,2019-02-13
PHMB220195020056082200001,으뜸 플러스안경콘텍트,"경상북도 포항시 북구 중앙상가길 30, 2층 (대흥동)",,36.0378695,129.3637115,1,1,2019-02-12
PHMB220194390029082200001,엘가안경,"충청북도 충주시 봉현로 328, 1층 (교현동)",043-854-5400,36.9773019,127.9402955,1,1,2019-02-11
PHMB220193180034082200001,대한안경,"서울특별시 영등포구 영등포로 202, 1층 (영등포동4가)",02-2678-3788,37.5200373,126.903773,1,1,2019-02-11
PHMB220193010033082200003,남도 안경원,서울특별시 중구 남대문시장4길 10 (남창동),02-773-2886,37.5598998,126.9770762,1,1,2019-02-11
PHMB220193620020082200001,뉴글라스 운암점,전남광주통합특별시 북구 북문대로 117 (운암동),062-522-9998,35.1797566,126.874457,1,1,2019-02-07
PHMB220195530021082200004,시네마안경원,"경기도 화성시 만세구 향남읍 상신하길로298번길 7-21, 1층 113호",031-366-5877,37.1153159,126.9122653,2,1,2019-02-01
PHMB220253470022082200002,이노티안경 상인점,"대구광역시 달서구 월배로 183, 201-213호 (상인동, 상인역 대성 스카이렉스)",053-644-0611,35.8183368,128.5333449,1,1,2019-02-01
PHMB220194210020082200001,피카소안경원,"강원특별자치도 동해시 효자로 687, 압구정김밥 1층 라호 (효가동)",,37.4929488,129.1091184,2,1,2019-01-31
PHMB220193330024082200001,지오엠(GOM),"부산광역시 해운대구 센텀3로 20, 벡스코 비지니스호텔 2층 211-3호 (우동)",,35.1679874,129.1328693,1,1,2019-01-31
PHMB220193150037082200002,으뜸플러스안경 (발산역점),"서울특별시 강서구 공항대로 269-15, 힐스테이트에코마곡 2층 (마곡동)",02-3665-6545,37.5597358,126.837104,1,1,2019-01-31
PHMB220195590021082200001,안경기업 양주점,"경기도 양주시 고암길 48, 1층 (고암동)",031-862-5556,37.8317718,127.0685877,1,1,2019-01-30
PHMB220195380021082200001,All바른안경,"경상남도 양산시 평산로 17, 원강타워 1층 104호 (평산동)",055-372-0666,35.3815205,129.1529105,1,1,2019-01-30
PHMB220193820050082200001,다드림안경원,"경기도 의정부시 범골로 111, 105호 (의정부동)",031-837-9002,37.7348446,127.0377536,0,0,2019-01-30
PHMB220193290024082200001,눈사랑안경 부전역점,"부산광역시 부산진구 동성로 149, 1층 (전포동)",051-715-7966,35.1614216,129.0628667,1,1,2019-01-30
PHMB220195190019082200001,안경OK콘택트안경원,경상북도 청도군 청도읍 청화로 148,054-372-5901,35.6443244,128.7420122,1,1,2019-01-29
PHMB220193520019082200001,송도안경아울렛(5공구점),"인천광역시 연수구 송도문화로28번길 28, 203동 109,110호 (송도동, 송도글로벌캠퍼스푸르지오)",032-818-7877,37.3768055,126.6537103,1,1,2019-01-28
PHMB220193030033082200002,으뜸50안경원(왕십리점),"서울특별시 성동구 왕십리로 329, 2층 (하왕십리동)",02-2295-5051,37.5626059,127.0328857,2,1,2019-01-28
PHMB220194020028082200001,으뜸플러스경기산본점,"경기도 군포시 산본로323번길 16-7, 롯데프라자 303호 (산본동)",031-346-0002,37.3593446,126.9316363,2,1,2019-01-25
PHMB220193220033082200001,비비드안경,"서울특별시 강남구 선릉로 414, 1층 (대치동)",02-6460-0022,37.5020026,127.0503773,1,1,2019-01-25
PHMB220194490261082200001,플랜비안경원,"충청남도 천안시 서북구 오성2길 3, 일부 1층 (두정동)",041-904-4658,36.8308555,127.1292107,1,1,2019-01-24
PHMB220194810029082200001,아이프렌드 안경 렌즈타운 여수미평점,"전남광주통합특별시 여수시 미평로 70, 1층 (미평동)",061-651-8585,34.7693938,127.7091487,1,1,2019-01-23
PHMB220195530021082200002,글라트,경기도 화성시 동탄구 동탄대로14길 5-35 (여울동),031-377-1007,37.1852716,127.1033005,1,1,2019-01-22
PHMB220193830262082200001,보다안경원,"경기도 안양시 만안구 병목안로 20, 스페이스타워 1층 108호 (안양동)",031-449-3737,37.3990783,126.9182593,2,1,2019-01-21
PHMB220193030033082200001,라시트포(LACITPO),"서울특별시 성동구 서울숲2길 14-1, 지상1층,지하1층 (성수동1가)",02-499-0141,37.5472434,127.0401648,2,1,2019-01-21
PHMB220194010281082200001,아이데코안경 시흥정왕점,"경기도 시흥시 군서마을로 46-1, 1층 (정왕동)",031-497-2555,37.3459854,126.746785,1,1,2019-01-17
PHMB220193910168082200001,오늘의안경 평택역점,"경기도 평택시 평택로 38, 1층 (평택동)",031-618-2234,36.9911451,127.0876914,1,2,2019-01-17
PHMB220195090024082200001,밝은안경콘택트,"경상북도 영주시 대학로 240, 1층 (가흥동)",054-631-0724,36.8169625,128.6049022,1,1,2019-01-14
PHMB220195150018082200001,안경의 성,경상북도 의성군 의성읍 중앙길 61,,36.3499338,128.6965637,1,1,2019-01-11
PHMB220194640131082200001,나래안경원,"전북특별자치도 전주시 완산구 호암로 81, 은하빌딩 602호 (효자동2가)",,35.808796,127.1035127,1,1,2019-01-11
PHMB220194070023082200001,이천롯데마트 씨채널안경,"경기도 이천시 구만리로 191 (안흥동, 롯데캐슬 골드스카이)",,37.274783,127.4545457,2,1,2019-01-11
PHMB220193150037082200001,으뜸50안경(발산점),"서울특별시 강서구 강서로 385, 우성에스비타워 3층 304호 (마곡동)",,37.5602257,126.8381704,1,1,2019-01-09
PHMB220195370025082200001,아이피아안경원,"경상남도 거제시 장평로 12, 디큐브백화점 (장평동)",,34.8912407,128.616557,1,1,2019-01-08
PHMB220193740106082200001,으뜸50안경 수원영통점,"경기도 수원시 영통구 반달로7번길 6, 센타프라자 (영통동)",,37.2524385,127.0739378,2,1,2019-01-08
PHMB220193450022082200001,으뜸플러스안경(칠곡점),"대구광역시 북구 학정로 429, 로데오프라자 2층 202호 (동천동)",,35.9432476,128.5631483,0,0,2019-01-07
PHMB220193940139082200001,으뜸50안경,"경기도 고양시 일산동구 정발산로 24, 웨스턴돔1 227,228호 (장항동)",031-932-8455,37.6548888,126.7725164,1,1,2019-01-04
PHMB220194050148082200004,뉴트로 안경원,"경기도 용인시 기흥구 서천로202번길 1, 106호 (농서동)",031-205-2277,37.230388,127.0698359,1,1,2019-01-03
PHMB220193210034082200001,으뜸50안경,"서울특별시 서초구 신반포로 205, 반포쇼핑타운 6동 1층 24,25호 (잠원동)",,37.5070642,127.0060261,2,1,2019-01-03
PHMB220193070034082200001,지인안경,"서울특별시 성북구 보국문로 168, 1층 (정릉동)",02-942-9500,37.6172634,127.0027651,2,1,2019-01-03
PHMB220194840022082200001,안경박사 위드렌즈 광양점,"전남광주통합특별시 광양시 중마로 318, 1층 1호 (중동)",061-792-0224,34.9501116,127.6957132,1,1,2019-01-02
PHMB220194050147082200001,이츠글라시스 용인한숲점,경기도 용인시 처인구 남사읍 한숲로 83 (e편한세상 용인 한숲시티),031-323-1776,37.1563931,127.1703322,1,1,2019-01-02
PHMB220193370022082200001,세컨페이스 사직 아시아드점,"부산광역시 연제구 아시아드대로 91, 대방빌딩 1층 일부호 (거제동)",051-505-7776,35.1929066,129.0665592,1,1,2019-01-02
PHMB220193230034082200001,안중지인,"서울특별시 송파구 동남로 99, 용현빌딩 1층 (가락동)",02-3402-2002,37.4898712,127.122371,1,1,2019-01-02
PHMB220184680066082200002,알지오 안경 영등점,"전북특별자치도 익산시 무왕로 1005-20, 1층 (영등동)",063-858-0008,35.9588571,126.9705986,1,1,2018-12-31
PHMB220184160015082200001,안경나라,"경기도 가평군 설악면 신천중앙로 91-1, 1층",070-8161-7743,37.6767077,127.492929,1,1,2018-12-31
PHMB220184040023082200008,아프리카 안경,"경기도 하남시 미사대로 750, 스타필드 하남 1층 (신장동)",031-8072-8294,37.5456093,127.2235734,1,1,2018-12-27
PHMB220185050041082200002,용강안경 렌즈미 용황점,"경상북도 경주시 용황로 76, 101호 (용강동)",054-773-9333,35.8832013,129.2264772,1,1,2018-12-26
PHMB220183460023082200006,룩스토어수성중동점,"대구광역시 수성구 수성로 206, 1층 (중동)",053-716-0168,35.8441948,128.6129663,1,1,2018-12-24
PHMB220184190023082200007,안경공방,"강원특별자치도 원주시 입춘로 110, 1층 102호 (반곡동)",070-4210-7044,37.3235502,127.9815654,1,1,2018-12-21
PHMB220183460023082200005,글라스스토리안경만촌점,"대구광역시 수성구 달구벌대로 2583, 1층 104호 (만촌동, 월드메르디앙)",053-755-6676,35.859691,128.6453067,1,1,2018-12-21
PHMB220184190023082200006,글라스바바안경원-원주혁신도시점,"강원특별자치도 원주시 혁신로 39-2, 1층 105호 (반곡동)",033-748-3390,37.3242228,127.9793494,2,1,2018-12-17
PHMB220183530019082200006,신세기안경논현점,"인천광역시 남동구 에코중앙로 165, 에코메트로7단지상가 (논현동)",032-426-5757,37.392804,126.7252626,1,1,2018-12-17
PHMB220183170035082200003,그랑프리안경원 금천구청점,"서울특별시 금천구 시흥대로 291, B1층 39호 (독산동, 금천롯데캐슬골드파크3차)",,37.4600889,126.8971175,1,1,2018-12-17
PHMB220185710109082200005,오렌즈오창점,"충청북도 청주시 청원구 오창읍 중심상업1로 20, 111호",,36.7126154,127.4276253,1,1,2018-12-14
PHMB220186510096082200006,파가니니안경원광양점,제주특별자치도 제주시 서광로 298 (이도이동),064-759-1257,33.500441,126.5282975,2,1,2018-12-13
PHMB220184490261082200004,글라스뷰,충청남도 천안시 서북구 성거읍 천흥4길 1,,36.8744134,127.2020577,1,1,2018-12-13
PHMB220183700018082200006,두솔아이,"울산광역시 남구 삼산중로 76, 현대백화점 울산점 별관 4층 (삼산동)",052-228-2202,35.5409324,129.3357021,1,1,2018-12-13
PHMB220184040023082200007,프렛(FRAT)안경원,"경기도 하남시 위례대로 200, 스타필드시티 위례점 지하3층 (학암동)",031-8097-1391,37.4801601,127.148278,1,1,2018-12-12
PHMB220185710106082200005,오렌즈 청주금천점,"충청북도 청주시 상당구 수영로 285, 튼튼타워 101호 (금천동)",043-284-5599,36.6301818,127.5054289,1,1,2018-12-11
PHMB220185370025082200002,우리동네안경원,"경상남도 거제시 상동5길 11, 용산프라자 1층 101호 (상동동)",,34.8684476,128.6363715,1,1,2018-12-10
PHMB220184600019082200002,E 안경,"충청남도 홍성군 홍북읍 청사로 42, 내포씨에스빌딩 102호",041-633-5000,36.6484977,126.6748978,1,1,2018-12-10
PHMB220183240033082200008,렌즈미명일역점,"서울특별시 강동구 양재대로 1626, 1층 102호 (명일동)",,37.5507461,127.1441766,0,0,2018-12-10
PHMB220183210034082200007,타뮤즈안경,"서울특별시 서초구 반포대로20길 7-4, D&O빌딩 지하층 (서초동)",,37.4879343,127.0102234,1,1,2018-12-10
PHMB220183900028082200006,트리플안경,"경기도 광명시 일직로 28, 트리플타워 110-1호 (일직동)",02-898-6628,37.4221828,126.8846037,1,1,2018-12-07
PHMB220183700018082200005,으뜸플러스안경 울산점,"울산광역시 남구 삼산중로74번길 23, 2층 202호 (삼산동)",,35.5410661,129.3380554,1,1,2018-12-07
PHMB220185670071082200002,으뜸플러스안경 진해점,"경상남도 창원시 진해구 진해대로776번길 27, 301호 (이동)",055-547-5573,35.1563075,128.6984304,1,1,2018-12-06
PHMB220185310029082200004,으뜸플러스안경,"경상남도 진주시 진양호로527번길 8, 2층 (대안동)",,35.1935667,128.0830397,2,1,2018-12-06
PHMB220184050148082200006,알로안경,"경기도 용인시 기흥구 기흥역로 63, 1층 (구갈동, 힐스테이트 기흥)",,37.2747527,127.1174178,1,1,2018-12-06
PHMB220183640023082200003,스타일안경,"대전광역시 동구 동대전로 51, 1층 (대동)",,36.3288229,127.4401808,1,1,2018-12-06
PHMB220183290024082200003,으뜸플러스안경,"부산광역시 부산진구 중앙대로702번길 50, 2층 (부전동)",051-804-4009,35.1554135,129.06182,2,1,2018-12-06
PHMB220184030022082200001,ALO View,"경기도 의왕시 효행로 34, 지하1층 (오전동)",031-427-8898,37.3508884,126.9739803,1,1,2018-12-05
PHMB220184010281082200009,오렌즈 배곧신도시점,"경기도 시흥시 서울대학로278번길 43-13, 1층 104호 (배곧동)",031-433-5550,37.3693464,126.7300766,0,0,2018-12-05
PHMB220183240033082200007,룩옵티컬 현대백화점 천호점,"서울특별시 강동구 천호대로 1005, 현대백화점 B1층 (천호동)",,37.539148,127.1243349,0,0,2018-12-05
PHMB220183010033082200015,오렌즈 동대문점,"서울특별시 중구 장충단로 251, 1층 (을지로6가)",02-2268-0890,37.5672995,127.00793,1,1,2018-12-05
PHMB220183780064082200006,으뜸 플러스 분당점,"경기도 성남시 분당구 황새울로360번길 26, 삼보프라자 201호 (서현동)",,37.3859826,127.1249291,2,1,2018-12-03
PHMB220183940138082200005,으뜸플러스안경(고양화정점),"경기도 고양시 덕양구 화신로260번길 66, 한빛 하이죤 304호 일부호 (화정동)",031-978-1002,37.6338126,126.8332649,2,1,2018-11-30
