ykiho,name,kind,sido,sigungu,address,phone,homepage,lat,lng,doctors,openedOn,eyeDoctors,hours,lunch,recv,place
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjNTEjJDEjJDYjJDgz,예연세안과의원,clinic,경기,과천시,"경기도 과천시 별양상가3로 11, 8층 813호 (별양동, 이마트과천점)",02-507-0096,,37.4263042,126.9918723,1,20160818,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQ3IyQ3MiQyNjEwMDIjNDEjJDEjJDQjJDgz,임동균안과의원,clinic,경기,과천시,"경기도 과천시 별양상가1로 25, (별양동, 렉스타운 409호~410호)",02-502-1919,,37.4282715,126.992544,1,19900625,1,"{""0"": [""0930"", ""1800""], ""1"": [""0930"", ""1800""], ""2"": [""0930"", ""1800""], ""3"": [""0930"", ""1800""], ""4"": [""0930"", ""1800""], ""5"": [""0930"", ""1300""]}",12:30 ~ 14:00,,그레이스호텔 건너편.과천 KT 길 건너편.
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQxMyQzNjE0ODEjNjEjJDEjJDAjJDgz,강남안과의원,clinic,경기,광명시,"경기도 광명시 오리로 857, 3층 301/305호 (철산동, 일청빌딩)",02-2684-8800,,37.4748952,126.8662988,1,20031203,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQxMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,광명김안과의원,clinic,경기,광명시,"경기도 광명시 오리로 346, 2층 204호 (소하동, 행운드림프라자)",02-6959-0305,,37.4332917,126.8797979,1,20170202,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5OSQyNjEwMDIjNTEjJDEjJDYjJDgz,광명서울안과의원,clinic,경기,광명시,"경기도 광명시 광명로 907, 4층 (광명동, 광명빌딩)",02-2625-9009,,37.4798885,126.8543332,1,20021201,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,광명연세안과의원,clinic,경기,광명시,"경기도 광명시 광명로 896, 5층 503호 (광명동)",02-2618-7318,,37.4788841,126.8545131,1,20020425,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ4MiQyNjEwMDIjNjEjJDEjJDQjJDgz,더밝은안과의원,clinic,경기,광명시,"경기도 광명시 오리로 870, 4층 (철산동, 스타힐스빌딩)",02-2614-1114,,37.4760713,126.8659802,1,20130429,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQyIyQ3IyQwMCQzNjEwMDIjODEjJDEjJDIjJDgz,미래안과의원,clinic,경기,광명시,"경기도 광명시 금하로 458, 웅신아트 3층 306,307호 (소하동)",02-899-9110,,37.448378,126.8833202,1,20201223,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDYjJDgz,밝은빛안과의원,clinic,경기,광명시,"경기도 광명시 광명로 906, 현대아이타워 601~602호 (광명동)",02-2617-1175,,37.4797367,126.8548946,1,20191219,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ4OSQzNjE0ODEjNDEjJDEjJDQjJDgz,서울안과의원,clinic,경기,광명시,"경기도 광명시 철산로 15, 웅진빌딩 1층 (철산동)",02-2686-3451,,37.4764576,126.8677139,2,20010613,1,,,,
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQxMyQzNjEyMjIjNTEjJDEjJDYjJDgz,서울원안과의원,clinic,경기,광명시,"경기도 광명시 디지털로 19, 오렌지에비뉴 신관 5층 (철산동)",02-6953-0822,,37.4740378,126.8696883,2,20251219,2,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQxIyQwMyQyNjE4MzIjODEjJDEjJDIjJDgz,성모안과의원,clinic,경기,광명시,"경기도 광명시 오리로 957, 2층 (광명동, 누가빌딩)",02-2618-7703,,37.4784733,126.8567321,1,19920507,1,"{""0"": [""0930"", ""1830""], ""1"": [""0930"", ""1830""], ""2"": [""0930"", ""1830""], ""3"": [""0930"", ""1830""], ""4"": [""0930"", ""1830""], ""5"": [""0930"", ""1300""]}",13시~14시,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ2MiQyNjE0ODEjNjEjJDEjJDAjJDgz,아이민트안과의원,clinic,경기,광명시,"경기도 광명시 양지로 21, 3층 301-305호, 316호 (일직동)",02-6949-1199,,37.4176904,126.8822104,1,20220308,1,,,,
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ4MiQyNjEwMDIjNDEjJDEjJDgjJDgz,연세스마일안과의원,clinic,경기,광명시,"경기도 광명시 오리로 976, 4층 (광명동)",02-6951-5888,https://yssmileeye.com,37.4795248,126.8549137,1,20251031,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ5MiQ0NjEwMDIjODEjJDEjJDYjJDgz,우리안과의원,clinic,경기,광명시,"경기도 광명시 하안로 295, 4층 (하안동, 노벨빌딩)",02-898-4181,http://blog.daum.net/wooree-eye,37.4619716,126.8799705,1,20091117,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,유안과의원,clinic,경기,광명시,"경기도 광명시 범안로 1055, 2층 203호 (하안동, 세일빌딩)",02-802-7900,,37.4629744,126.8797656,1,19910316,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQzIyQ4MiQyNjEyMjIjODEjJDEjJDYjJDgz,전앤김광명안과의원,clinic,경기,광명시,"경기도 광명시 하안로 298, (하안동, 현대빌딩 301,302호)",02-809-1006,,37.4622207,126.8803776,2,19981130,2,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQ2MiQyNjEwMDIjNDEjJDEjJDQjJDgz,최안과의원,clinic,경기,광명시,"경기도 광명시 철산로30번길 9, 3층 308호 (철산동, 광명프라자)",02-2684-0637,,37.4756317,126.8701724,1,19941004,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5MiQyNjE0ODEjNjEjJDEjJDQjJDgz,탑플러스안과의원,clinic,경기,광명시,"경기도 광명시 철산로 16, 5층 (철산동)",02-2613-8801,,37.4757231,126.8680271,2,20220818,2,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQyIyQzIyQwMCQzNjE4MzIjNjEjJDEjJDgjJDgz,강남성모안과의원,clinic,경기,광주시,"경기도 광주시 중앙로 95-3, 3층 (역동)",031-798-3366,,37.4080781,127.2585792,1,20031120,1,,,,
JDU4MTI3MSM1MSMkMiMkNCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNjEjJDEjJDgjJDgz,광주연세안과의원,clinic,경기,광주시,"경기도 광주시 광주대로 31, 301-303, 305-310호 (경안동)",031-763-3672,,37.4093844,127.2602612,3,20120320,3,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNDEjJDEjJDgjJDgz,박종철안과의원,clinic,경기,광주시,"경기도 광주시 중앙로 101, 6층 (경안동)",031-768-1885,,37.4087951,127.2584122,2,20140211,2,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQxMyQzNjE0ODEjNDEjJDEjJDgjJDgz,장안과의원,clinic,경기,광주시,"경기도 광주시 경안로 17, (경안동)",031-763-6476,,37.4097068,127.2588682,1,20020501,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzUxIyQyIyQxIyQwMCQyNjE0ODEjNjEjJDEjJDAjJDgz,태전김안과의원,clinic,경기,광주시,"경기도 광주시 태전동로 23, 메디프라자 2층 204호 (태전동)",031-699-3000,,37.3866584,127.2339738,2,20190306,2,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQyIyQzIyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,태전밝은안과의원,clinic,경기,광주시,"경기도 광주시 태봉로43번길 6, 1층 (태전동)",031-765-7515,,37.3888874,127.2300769,1,20180627,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ2MiQzNjEwMDIjNDEjJDEjJDQjJDgz,푸른안과의원,clinic,경기,광주시,"경기도 광주시 곤지암읍 곤지암로 54, (곤지암읍)",031-763-4200,,37.3498254,127.3407386,1,20060207,1,"{""0"": [""0900"", ""1800""], ""1"": [""0900"", ""1800""], ""2"": [""0900"", ""1300""], ""3"": [""0900"", ""1800""], ""4"": [""0900"", ""1800""], ""5"": [""0900"", ""1300""]}",13시00분-14시00분,"12시45분, 17시45분",곤지암롯데리아2층
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQzIyQwMCQyNjE4MzIjNjEjJDEjJDAjJDgz,구리강남밝은안과의원,clinic,경기,구리시,"경기도 구리시 장자대로 7, 3층 (교문동)",031-553-7888,,37.5878403,127.1312082,1,20160502,1,,,,
JDU4MTI3MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNDEjJDEjJDgjJDgz,눈NOON안과의원,clinic,경기,구리시,"경기도 구리시 경춘로 219, 골든브릿지 501,601호 (인창동)",031-565-2002,https://http://www.eyenoon.co.kr/,37.6008591,127.1397057,5,20240109,5,,,,
JDU4MTI3MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQyIyQzIyQwMCQyNjEwMDIjNjEjJDEjJDgjJDgz,서울라온안과의원,clinic,경기,구리시,"경기도 구리시 검배로 3, 신경기빌딩 2,3층 (수택동)",031-522-6100,https://laoneye.com/,37.600759,127.1417559,3,20250929,3,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ4MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,서울이안과의원,clinic,경기,구리시,"경기도 구리시 경춘로 229, 402호 (인창동, 쌍용센스타워플리티넘)",031-550-6660,,37.6011493,127.1407261,1,19930703,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjNjEjJDEjJDQjJDgz,성모안과의원,clinic,경기,구리시,"경기도 구리시 경춘로 239, 리맥스빌딩 504-1,507~511,513호 (인창동)",031-554-7575,,37.6016252,127.1416566,7,19900227,7,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ2MiQzNjE4MzIjNTEjJDEjJDYjJDgz,연세안과의원,clinic,경기,구리시,"경기도 구리시 장자대로 72, 301호 (수택동, 미림프라자)",031-567-8575,,37.587267,127.1384755,1,20110503,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4MiQzNjE4MzIjNDEjJDEjJDgjJDgz,임안과의원,clinic,경기,구리시,"경기도 구리시 이문안로 86, 하나로마트 구리농협 402호 (수택동)",031-522-6475,,37.5917943,127.1410746,1,20230515,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,김안과의원,clinic,경기,군포시,"경기도 군포시 산본로323번길 16-15, 306호 (산본동, 광림빌딩)",031-396-6737,,37.3594286,126.9315879,1,19930412,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQxIyQ3IyQ5MiQzNjEwMDIjNDEjJDEjJDgjJDgz,산본연세안과의원,clinic,경기,군포시,"경기도 군포시 산본천로 62, 407,408호 (산본동, 인베스텔)",031-343-3431,http://www.thelasik.co.kr/,37.3605683,126.9304786,2,20040403,2,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQxMyQyNjE4MzIjNjEjJDEjJDgjJDgz,삼성안과의원,clinic,경기,군포시,"경기도 군포시 산본로323번길 15, 동산상가 301~307, 501~502호 (산본동)",031-348-8275,,37.3586387,126.9322587,5,20150528,5,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQxMyQyNjEyMjIjNjEjJDEjJDQjJDgz,손기태안과의원,clinic,경기,군포시,"경기도 군포시 광정로 80, 402호 (산본동, 신원빌딩)",031-398-9993,,37.3602927,126.9295611,1,19961209,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5OSQyNjEyMjIjODEjJDEjJDYjJDgz,손안과의원,clinic,경기,군포시,"경기도 군포시 군포로 494, 302호 (당동, 당동빌딩)",031-458-3937,,37.3504501,126.9448551,1,19980319,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjEwMDIjODEjJDEjJDYjJDgz,송안과의원,clinic,경기,군포시,"경기도 군포시 금산로 114, 302호 (산본동)",031-396-1874,,37.3719271,126.9362398,1,19950427,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQwMyQzNjE0ODEjODEjJDEjJDIjJDgz,우리안과의원,clinic,경기,군포시,"경기도 군포시 산본로323번길 16-36, 302호 (산본동, 삼정빌딩)",031-391-6200,,37.3603431,126.9314603,1,20010221,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQ5MiQzNjE4MzIjNzEjJDEjJDgjJDgz,젊은눈안과의원,clinic,경기,군포시,"경기도 군포시 금산로 104, 태영빌딩 5층 (산본동)",031-396-0001,,37.3712289,126.93665,1,20220208,1,"{""0"": [""0900"", ""1800""], ""1"": [""0900"", ""1800""], ""2"": [""0900"", ""1800""], ""3"": [""0900"", ""1800""], ""4"": [""0900"", ""1800""], ""5"": [""0900"", ""1300""]}",09시00분~13시00분,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ4OSQzNjEwMDIjODEjJDEjJDYjJDgz,김포밝은안과의원,clinic,경기,김포시,"경기도 김포시 김포한강4로 507, 807호 (구래동)",031-991-0090,,37.6461192,126.6275368,1,20220921,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQxMyQzNjEwMDIjNTEjJDEjJDYjJDgz,김포연세안과의원,clinic,경기,김포시,"경기도 김포시 김포한강4로 117, 608호 (장기동, 홍우프라자)",031-986-7375,,37.6441798,126.667992,3,20130308,3,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ5OSQ0NjE0ODEjNDEjJDEjJDQjJDgz,드림서울안과의원,clinic,경기,김포시,"경기도 김포시 김포한강4로135번길 11, 골든프라자 6층 601,602호 (장기동)",031-991-1100,,37.6447272,126.6663166,1,20191212,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ5OSQzNjE4MzIjNDEjJDEjJDgjJDgz,민홍기안과의원,clinic,경기,김포시,"경기도 김포시 김포대로 859, 202호 (사우동, 하나메디칼센터)",031-984-0220,,37.6204139,126.7183629,1,19970802,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQyIyQxIyQwMCQyNjE4MzIjNTEjJDEjJDIjJDgz,바른안과의원,clinic,경기,김포시,"경기도 김포시 김포한강8로 378, 6층 604,605호 (구래동, 웅신프라자)",031-990-5354,,37.6436587,126.6270102,2,20150528,2,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ5OSQyNjEyMjIjNTEjJDEjJDYjJDgz,서울아산안과의원,clinic,경기,김포시,"경기도 김포시 김포대로 709, 퍼스트블루 602~3호 (풍무동)",031-997-3040,,37.6122466,126.7318476,1,20200525,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ5IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,서울안과의원,clinic,경기,김포시,"경기도 김포시 통진읍 김포대로2244번길 20, 301호 (마송프라자)",031-997-4875,,37.6909308,126.5975881,1,20050406,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ3MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,씨엘서울안과의원,clinic,경기,김포시,"경기도 김포시 중봉로 15, 4층 (감정동, 청담메디컬빌딩)",031-988-5117,,37.6236961,126.6969246,1,20090107,1,,1시~2시,9시45분~6시,감정동 홈플러스
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ5OSQ0NjEwMDIjODEjJDEjJDIjJDgz,아산안과의원,clinic,경기,김포시,"경기도 김포시 김포한강4로 113, 신한프라자 4층 402, 406호 (장기동)",031-992-0083,,37.6439449,126.6683697,1,20191211,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDgjJDgz,엠에스안과의원,clinic,경기,김포시,"경기도 김포시 고촌읍 김포대로 337, 1동 4층 401호",031-981-1106,,37.6006489,126.7703415,1,20240216,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQ5OSQzNjE0ODEjNjEjJDEjJDQjJDgz,청담더블유안과의원,clinic,경기,김포시,"경기도 김포시 김포한강11로 288-27, 1동 401호 (운양동, 한강프라자)",031-981-3021,,37.6547929,126.6834196,1,20150115,1,"{""0"": [""0930"", ""1830""], ""2"": [""0930"", ""1830""], ""3"": [""0930"", ""1830""], ""4"": [""0930"", ""1830""], ""5"": [""0930"", ""1400""]}",,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQ5OSQzNjE0ODEjNjEjJDEjJDgjJDgz,한길안과의원,clinic,경기,김포시,"경기도 김포시 김포대로 835, 3층 (사우동, 이프라자)",031-989-6622,www.g-hangileye.co.kr/,37.619275,126.7205542,7,20020318,7,"{""0"": [""0930"", ""1800""], ""1"": [""0930"", ""1800""], ""2"": [""0930"", ""1800""], ""3"": [""0930"", ""1800""], ""4"": [""0930"", ""1800""], ""5"": [""0900"", ""1300""]}",13:00~14:00,09:30~17:30,공설운동장
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQyIyQxIyQwMCQyNjE0ODEjNjEjJDEjJDAjJDgz,해뜸안과의원,clinic,경기,김포시,"경기도 김포시 풍무로 105, 201호 (풍무동, 풍무프라자)",031-983-1361,http://www.eyelovesun.com/,37.6049379,126.721868,1,20080703,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQwMyQzNjEyMjIjNTEjJDEjJDYjJDgz,김안과의원,clinic,경기,남양주시,"경기도 남양주시 와부읍 덕소로97번길 4, 303호 (중앙프라자)",031-576-5335,,37.5855683,127.2127168,1,19970418,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQzIyQ4MiQyNjE0ODEjNDEjJDEjJDgjJDgz,다산수안과의원,clinic,경기,남양주시,"경기도 남양주시 도농로 24, 사랑관동 216일부,218호 (다산동, 부영애시앙)",031-567-0675,,37.6087966,127.15859,1,20230718,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ5MiQ0NjE0ODEjNjEjJDEjJDAjJDgz,덕소밝은안과의원,clinic,경기,남양주시,"경기도 남양주시 와부읍 덕소로97번길 9, 206호 (일신프라자)",031-576-7552,,37.586152,127.2132956,1,20030207,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQyIyQ5IyQwMCQzNjEyMjIjODEjJDEjJDIjJDgz,드림삼성안과의원,clinic,경기,남양주시,"경기도 남양주시 별내3로 340, 306호 (별내동)",1565-7575,,37.6677031,127.1166463,1,20180405,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3MiQzNjEyMjIjNjEjJDEjJDQjJDgz,마석허안과의원,clinic,경기,남양주시,"경기도 남양주시 화도읍 마석중앙로28번길 19, (화도읍)",031-594-8275,http://www.goodlasik.net,37.6523052,127.3042044,2,19970227,2,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzExIyQxIyQ3IyQwMyQyNjE0ODEjNjEjJDEjJDAjJDgz,밝은김안과의원,clinic,경기,남양주시,"경기도 남양주시 퇴계원면 퇴계원로 46, 5층 (신한빌딩)",031-575-1399,,37.6507296,127.1420076,1,20080602,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ3OSQyNjEyMjIjODEjJDEjJDYjJDgz,밝은비전안과의원,clinic,경기,남양주시,"경기도 남양주시 화도읍 비룡로 2, 마석프라자 1층 116-2,117호",031-594-1717,,37.6525104,127.30166,1,20241004,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ5MiQyNjE4MzIjNzEjJDEjJDgjJDgz,밝은성모안과의원,clinic,경기,남양주시,"경기도 남양주시 늘을2로 26, 404호 (호평동, 메인씨네마)",031-559-9931,,37.6550783,127.2441115,1,20060804,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ1IyQ3OSQzNjEwMDIjODEjJDEjJDIjJDgz,빛드림안과의원,clinic,경기,남양주시,"경기도 남양주시 평내로29번길 41, 메인프라자 5층 502호 (평내동)",031-510-5999,,37.645415,127.2349877,1,20240117,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ5OSQ0NjE0ODEjODEjJDEjJDIjJDgz,삼성밝은안과의원,clinic,경기,남양주시,"경기도 남양주시 다산순환로 350, KB골든타워 604~607호 (다산동)",031-8074-9393,,37.6256262,127.1553701,4,20190813,4,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNzEjJDEjJDgjJDgz,삼성안과의원,clinic,경기,남양주시,"경기도 남양주시 별내중앙로 34, 4층 402호 (별내동, 로뎀타워)",031-566-7770,,37.6461619,127.1254038,2,20140515,2,"{""0"": [""0930"", ""1810""], ""1"": [""0930"", ""1810""], ""2"": [""0930"", ""1810""], ""3"": [""0930"", ""1810""], ""4"": [""0930"", ""1810""], ""5"": [""0910"", ""1300""]}",13시00분~14시10분,09시30분~18시10분,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz,삼성하나안과의원,clinic,경기,남양주시,"경기도 남양주시 진접읍 장현천로 28, 702호 (우경메디프라자)",031-575-1175,,37.7192109,127.1838891,1,20100303,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQ1IyQxMyQzNjEyMjIjNjEjJDEjJDgjJDgz,서울안과의원,clinic,경기,남양주시,"경기도 남양주시 화도읍 마석중앙로 73, 202호, 203호 (SL프라자)",031-591-1346,,37.6522818,127.3080877,1,20080222,1,,,,
JDU4MTI3MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ3OSQzNjE0ODEjNjEjJDEjJDQjJDgz,서울이음안과의원,clinic,경기,남양주시,"경기도 남양주시 늘을2로 26, 메인시네마타워 605, 606-2호 (호평동)",031-511-2111,,37.6550783,127.2441115,1,20260708,1,,,,
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQwMyQyNjE4MzIjNjEjJDEjJDQjJDgz,서울한빛안과의원,clinic,경기,남양주시,"경기도 남양주시 오남읍 진건오남로 806-6, 3층",031-528-0300,,37.6986065,127.2028236,1,20060411,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQ3OSQyNjE4MzIjNjEjJDEjJDAjJDgz,성모안과의원,clinic,경기,남양주시,"경기도 남양주시 늘을2로 20, 305호 (호평동, 씨에이치리베로)",031-595-8702,,37.6544952,127.2441105,1,20051228,1,,13:00~14:00,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNDEjJDEjJDQjJDgz,아이원안과의원,clinic,경기,남양주시,"경기도 남양주시 진접읍 해밀예당1로 40, 403호 (화성프라자)",031-529-5116,,37.7123013,127.1869069,1,20110831,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQzIyQwMyQ0NjE0ODEjNDEjJDEjJDQjJDgz,연세하늘안과의원,clinic,경기,남양주시,"경기도 남양주시 도농로 1, 2층 (다산동)",031-553-8275,,37.6061198,127.157235,1,20120313,1,"{""0"": [""0900"", ""1800""], ""1"": [""0900"", ""1800""], ""2"": [""0900"", ""1800""], ""3"": [""0900"", ""1800""], ""4"": [""0900"", ""1800""], ""5"": [""0900"", ""1400""]}",13시00분~14시00분,09시00분~18시00분,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQxIyQxMyQ0NjE0ODEjNDEjJDEjJDgjJDgz,연세한빛안과의원,clinic,경기,남양주시,"경기도 남양주시 진접읍 장현로 77, 2층 215,219호 (장현프라자)",031-572-7575,,37.717616,127.1808911,1,20060302,1,"{""0"": [""0900"", ""1800""], ""1"": [""0900"", ""1800""], ""2"": [""0900"", ""1300""], ""3"": [""0900"", ""1800""], ""4"": [""0900"", ""1800""], ""5"": [""0900"", ""1300""]}",13:00~14:00,09:00~18:00,진접초등학교
JDU4MTI3MSM1MSMkMiMkOCMkMDAkMzgxMzUxIzExIyQyIyQzIyQwMCQzNjEyMjIjNzEjJDEjJDgjJDgz,오아시스안과의원,clinic,경기,남양주시,"경기도 남양주시 다산중앙로123번길 21-5, 4층 401~405호 (다산동)",031-522-5327,,37.6231733,127.151564,1,20251013,1,,,,
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQ3IyQwMyQyNjEwMDIjNjEjJDEjJDQjJDgz,은하수안과의원,clinic,경기,남양주시,"경기도 남양주시 다산중앙로123번길 22-80, 204,206~209호 (다산동)",1566-7550,,37.6248062,127.1507266,2,20220211,2,,,,
